ratinguser,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,ratingprop,good_label,conve_label,impre_label,superb_label,reviewamount,randomrate,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,cleanaccom,propertyaddress,longitude,latitude,landmarknear,propertyinfo,nameuser,classreviewamount
9.1,0,0,0,1,0,0,0,0,8.7,0,0,1,0,260,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Dipatiukur No.27, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8955135,107.6163928,Geological Museum,De'Qur Hotel Bandung,Listya U. K.,0 - 1000
9.4,0,0,0,1,0,0,0,0,8.7,0,0,1,0,260,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jl. Braga 99 - 101 Bandung 40111, West Java, Indonesia, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9170825,107.6089854,Geological Museum,Grand Dafam Braga Bandung,Della K. K.,0 - 1000
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,260,4,1,0,0,0,0,1,0,0,2,1,-1,1,"Jalan Dipatiukur No.27, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8955135,107.6163928,Geological Museum,De'Qur Hotel Bandung,Krispio N.,0 - 1000
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,260,4,0,0,0,0,1,0,0,1,0,2,2,1,"Jalan Cemara Asri No. 9 Dago Resort - Bandung 40198, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.863028,107.6263314,Geological Museum,Villa Dawis 8BR 35pax with Private Pool,Gema P.,0 - 1000
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,260,5,0,1,0,0,1,0,0,1,1,2,1,0,"Jalan Rancabentang No 2 Ciumbuleuit - Cidadap, Ciumbuleuit, Bandung, Jawa Barat, Indonesia, 40141",-6.8710311,107.6091051,Geological Museum,Concordia Hotel Bandung,Lisna N.,0 - 1000
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,260,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Madura No. 6, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9070039,107.6191969,Geological Museum,Noor Hotel,Wieke N.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,2,0,3,0,0,5,0,1,3,0,5,5,1,"Jalan Apel No. 2, Rancakendal, Dago, Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8736894,107.6294625,Kawah Putih,Casa De Apple,NEYSA S.,0 - 1000
9.3,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,2,0,1,0,0,2,0,0,2,0,2,2,1,"Jalan Dago Pakar Permai 2 No.53 F, Komplek Resort Dago Pakar Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40198",-6.8660319,107.635536,Kawah Putih,6 BR Hill View Villa with a private pool 2,Imelda W.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,2,0,1,0,1,2,1,0,1,1,4,3,1,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9080875,107.6179482,Kawah Putih,Flores Gallery Hotel,Dewy I.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,2,0,1,0,0,2,0,0,2,0,2,2,1,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9080875,107.6179482,Kawah Putih,Flores Gallery Hotel,Lutfi H.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,4,1,5,0,0,4,1,2,5,1,6,5,1,"Jl. Supratman No.23, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40122",-6.9065359,107.6294163,Kawah Putih,New B Hotel Bandung,Agung F. A.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,4,0,2,0,0,0,0,1,1,0,1,1,0,"Jalan Saninten No 65 Bandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9057647,107.6273261,Kawah Putih,Saninten Inn,Pita M.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,4,0,4,0,1,3,1,2,5,1,5,4,0,"Jl. Madura No. 6, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9070039,107.6191969,Kawah Putih,Noor Hotel,Alwan R. R.,0 - 1000
9.1,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,4,0,0,0,0,0,0,0,0,0,0,0,0,"Kp Balemoyan Rt 002 Rw 018 Panundaan, Ciwidey, Kabupaten Bandung, Jawa Barat, Indonesia, Kabupaten Bandung, Pasirjambu, Bandung, Jawa Barat, Indonesia, 40973",-7.1126652,107.441068,Kawah Putih,OYO Homes 90991 Eco Tourism Desa Panundaan Ciwidey 2,,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,5,0,1,0,0,1,0,1,1,0,1,1,0,"Jalan Braga No. 10, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9194606,107.6098208,Kawah Putih,de Braga by Artotel,Siska Y. D.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,5,0,1,0,0,1,0,1,1,0,1,1,0,"Jalan Aceh No. 65, Bandung, Jawa Barat, Merdeka, Bandung, Jawa Barat, Indonesia, 40115",-6.9095313,107.6114055,Kawah Putih,Jan思alla Bandung,Mila K.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,2,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Supratman No.43A, Bandung Wetan , Cibeunying, Bandung, Jawa Barat, Indonesia, 40113",-6.9046339,107.6281446,Kawah Putih,Hotel Corsica,FX Sukoto,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,3,0,1,0,0,1,0,1,1,0,3,3,1,"Jalan Tangkuban Perahu No. 168 Cibogo - Cikole Lembang - Bandung, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8091287,107.6464558,Kawah Putih,Saung Balibu Hotel,sofian a.,0 - 1000
9.7,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Sultan Tirtayasa No.11, Citarum, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9024743,107.6129776,Kawah Putih,Bobobox Dago,idfi p.,0 - 1000
8.8,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,4,0,1,0,0,3,0,0,2,0,3,3,1,"Jalan Cilamaya No 1, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9032993,107.6166768,Kawah Putih,Hotel Bumi Asih Gedung Sate Bandung,Jonar S.,0 - 1000
5.2,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,4,0,2,0,0,1,0,0,2,0,4,4,1,"Jalan Truno Joyo No. 19 , Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9033484,107.6131333,Kawah Putih,Hay Bandung,Ivo G. P. T.,0 - 1000
8.2,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,5,2,0,1,1,0,1,0,0,2,0,-2,0,"Jalan Belitung / Lombok No.10 , Sumurbandung, Bandung, Jawa Barat, Indonesia, 40107",-6.9113886,107.6187247,Kawah Putih,Oasis Siliwangi Hotel & Waterpark,Mohammad R.,0 - 1000
9.7,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,5,0,1,0,0,1,0,0,0,0,2,2,0,"Jl. Tol Soroja, Parungserab, Kec. Soreang, Bandung, Jawa Barat 40921, Soreang, Bandung, Jawa Barat, Indonesia, 40919",-7.0107388,107.5319847,Kawah Putih,Soreang Hotel,Alogo D. L.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,5,0,0,0,0,0,0,0,0,0,1,1,0,"Jl. Dago Pakar Permai 1 No. 25 , Dago Resort, Dago Atas, Bandung, Jawa Barat, Indonesia, 40181",-6.8676876,107.636214,Kawah Putih,Lotus Art & Garden Hotel,Giovanni A. Z.,0 - 1000
9.7,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,5,0,0,1,1,0,1,0,0,1,0,-1,0,"Jalan Tangkuban Perahu No. 89 Lembang, Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8112035,107.6321446,Kawah Putih,New Mountain Springs Hotel & Resort,Rama B. R.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. RE. Martadinata No. 191, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9115576,107.6279597,Kawah Putih,Hotel Riau Bandung,Ricky H.,0 - 1000
9.4,0,0,1,0,0,0,0,0,8.6,0,0,1,0,281,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Bukit Cemara Elok No. 8, Resor Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40134",-6.8675325,107.6352826,Taman Hutan Raya Juanda,1 BR Mountain View Villa with a private pool 1,astri,0 - 1000
8.5,0,0,1,0,0,0,0,0,8.6,0,0,1,0,281,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Saninten No 65 Bandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9057647,107.6273261,Taman Hutan Raya Juanda,Saninten Inn,Hersinta,0 - 1000
9.1,0,0,1,0,0,0,0,0,8.6,0,0,1,0,281,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Raya Pangalengan km 31.2, Kampung Cihideung, Desa Tribakti Mulya, Kecamatan Pangalengan, Kabupaten Bandung, Jawa Barat., Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1309973,107.5608312,Taman Hutan Raya Juanda,Kia Ora Lodge,Daviet T. M.,0 - 1000
8.7,0,0,1,0,0,0,0,0,8.6,0,0,1,0,281,4,1,3,2,0,4,5,0,3,7,7,0,0,"Jl. Kol. Masturi No. 249 KM 11 Kab. Bandung Barat, Parongpong, Bandung, Jawa Barat, Indonesia, 40598",-6.8040778,107.5853509,Taman Hutan Raya Juanda,Villa Kupu Kupu,Sunggi P.,0 - 1000
8.5,0,0,1,0,0,0,0,0,8.6,0,0,1,0,281,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Tangkuban Perahu No 29, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8105882,107.6244453,Taman Hutan Raya Juanda,Hotel & Banquet Panorama Lembang,Rudi S.,0 - 1000
8.5,0,0,1,0,0,0,0,0,8.6,0,0,1,0,281,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jl.Ir.H. Juanda No. 319B Bandung , Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8762158,107.6168387,Taman Hutan Raya Juanda,The Kartipah Hotel,Effita Y.,0 - 1000
8.5,0,0,1,0,0,0,0,0,8.6,0,0,1,0,281,4,1,0,1,1,0,1,0,0,1,0,-1,0,"Jalan Dipatiukur No.27, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8955135,107.6163928,Taman Hutan Raya Juanda,De'Qur Hotel Bandung,M Husni T.,0 - 1000
9.1,0,0,1,0,0,0,0,0,8.6,0,0,1,0,281,5,0,0,1,1,0,0,0,1,1,1,0,1,"Jalan Raya Cikole KM 22, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.788926,107.641402,Taman Hutan Raya Juanda,Sindang Reret Cikole,Fitri A.,0 - 1000
8.5,0,0,1,0,0,0,0,0,8.6,0,0,1,0,281,5,0,0,0,0,1,0,0,1,0,1,1,1,"Jalan Mawar I no. 31, Cluster Graha Kusuma, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 41090",-6.9174639,107.6191228,Taman Hutan Raya Juanda,Villa Mawar Syariah - 3 Bedroom,Muhamad K.,0 - 1000
8.5,0,0,1,0,0,0,0,0,8.6,0,0,1,0,281,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Lebak Siuh Dago Pakar Timur Ciburial Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8650382,107.6230564,Taman Hutan Raya Juanda,Villa Verna AV4 Dago Village,Dewi,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,3,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Sariater No. 29, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7346335,107.652374,Kawah Putih,Villa Marindu And Glamping,Teddy H. M.,0 - 1000
6,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,4,0,0,0,0,0,0,0,1,0,2,2,0,"Jalan Raya Grand Hotel No.35A, Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.816447,107.6190431,Kawah Putih,Cemara Asri,Fadech i.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,4,1,0,0,0,1,1,0,1,1,3,2,0,"Kampung Cimanggu RT/RW 01 Desa Patengan, ranca bali Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, -",-7.1444662,107.3915287,Kawah Putih,ALI1 Pondok Orange 1 Ciwidey,Luthfiah I.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,0,0,0,0,0,0,0,0,0,0,0,0,"Bukit Pakar Golf 3, Kav 50. Golf Island Residence Resor Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8675325,107.6352826,Kawah Putih,Roemah Asri Villa - Resort Dago Pakar,Deinan R. S.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,2,1,1,1,1,1,1,1,1,1,0,0,"Jalan Bukit Cemara Elok No. 8, Resor Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40134",-6.8675325,107.6352826,Kawah Putih,3 BR Mountain View Villa with a private pool 1,FATONI,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,1,0,2,1,0,2,0,0,3,0,-3,0,"Jalan Aceh No 71A, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.908499,107.6184802,Kawah Putih,Amaroossa Bandung,Yasmin K.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,0,1,0,0,2,0,0,1,1,7,6,0,"Jl. Cilumber No.34, Cibogo, Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.806983,107.639426,Kawah Putih,OYO 677 Rianes Family Guest House,maujud s.,0 - 1000
4.8,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,1,0,0,0,0,0,0,1,2,0,-2,0,"Jalan Raya Cikole KM 22, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.788926,107.641402,Kawah Putih,Sindang Reret Cikole,Erlinda R.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,0,1,0,0,1,0,1,0,0,2,2,0,"Jalan Wira Angun-angun No.15, Citarum, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9044901,107.6144342,Kawah Putih,Buminanienie Guesthouse,seni k.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,0,1,0,0,1,0,0,0,0,1,1,0,"Jl. Raya Lembang No. 272, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.811868,107.616338,Kawah Putih,Grand Hotel Lembang,Mila P.,0 - 1000
10,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,1,0,1,1,0,1,0,1,1,1,3,2,1,"Jl. Raya Situ Cileunca Rt.04 Rw.09 Kampung Cibeunying, Desa, Warnasari, Kec. Pangalengan, Bandung, Kabupaten Bandung, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1939176,107.5455582,Sate Building,OYO 2961 ARTANA BED & BREAKFAST,Yazid A. S.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,2,1,2,0,0,1,0,2,2,0,2,2,1,"Jalan Gunung Putri Desa Jayagiri, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8036234,107.6290805,Geological Museum,Osmond Villa Resort,Clau m.,0 - 1000
9.4,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,2,1,2,0,0,3,0,2,4,0,4,4,1,"0000, Ciater, Jawa Barat, Subang,41281, Indonesia, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7471523,107.6392892,Geological Museum,OYO 3040 D'pineapple Villa,isnaini,0 - 1000
8.5,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,3,0,0,0,0,1,0,0,1,0,1,1,1,"Jl. Ir. H. Djuanda No. 90 Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8638594,107.6262114,Sate Building,The Palais Dago Hotel,Kiswanta,0 - 1000
10,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,3,0,0,0,0,0,0,0,0,0,1,1,0,"Jl. Ir H. Juanda No. 3 , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.8629693,107.6236014,Geological Museum,THE 1O1 Bandung Dago,Veny L.,0 - 1000
8.5,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,3,1,0,0,1,0,1,0,0,1,1,0,0,"Villa Lembang Asri, Blok R, No.3, Jalan Kolonel Masturi KM.4 Lembang, Bandung, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8214083,107.6055204,Geological Museum,Villa Lembang Asri R2,Indri J.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,4,0,1,0,0,1,0,1,1,0,1,1,1,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9080875,107.6179482,Sate Building,Flores Gallery Hotel,Lutfi H.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Dago Pakar Permai 1 No. 25 , Dago Resort, Dago Atas, Bandung, Jawa Barat, Indonesia, 40181",-6.8676876,107.636214,Sate Building,Lotus Art & Garden Hotel,I Made S. W.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Cibedug No 08 RT / 01 RW 10 Ds. Cikole Kec. Lembang Kab Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7958785,107.6484738,Sate Building,Van House,Citra S.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,4,0,1,0,0,1,0,0,1,0,2,2,0,"Jalan Tangkuban Perahu No.156, Cibogo,Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8091341,107.6463993,Sate Building,Villa Rasberry Garden,Siti N.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Aceh No. 65, Bandung, Jawa Barat, Merdeka, Bandung, Jawa Barat, Indonesia, 40115",-6.9095313,107.6114055,Geological Museum,Jan思alla Bandung,Danang W.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,4,0,1,0,0,2,0,1,2,0,3,3,0,"Jln Naripan 31 - 35 Bandung, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9196914,107.6118217,Geological Museum,The Naripan Hotel by KAGUM Hotels,Benny R.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Ir. H. Juanda No. 18, Citarum , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9038207,107.6114055,Geological Museum,The Luxton Bandung,Obie K.,0 - 1000
10,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,5,0,0,0,0,1,0,0,1,1,2,1,0,"Jl. Tol Soroja, Parungserab, Kec. Soreang, Bandung, Jawa Barat 40921, Soreang, Bandung, Jawa Barat, Indonesia, 40919",-7.0107388,107.5319847,Sate Building,Soreang Hotel,Iga B. P.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,5,0,1,0,0,1,0,0,2,1,4,3,0,"Jalan R.E. Martadinata 68, Riau Street, Bandung, Jawa Barat, Indonesia",-6.9063306,107.6205148,Sate Building,De Paviljoen Bandung,Masayu A.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,5,0,2,0,0,4,0,2,4,0,6,6,0,"JL. Raya Soreang, Km. 15, 5, Cingcin, Soreang, Cingcin, Kec. Soreang, Bandung, Jawa Barat 40921, Soreang, Bandung, Jawa Barat, Indonesia, 40920",-7.0209192,107.5389238,Sate Building,Hotel Antik 2,Dian H.,0 - 1000
9.4,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,5,0,1,1,0,1,0,0,1,1,2,1,0,"Dusun Cigeureung, Desa Cicadas, Kec. Sagala Herang, Lembang, Ciater, Bandung, Indonesia, 41281",-6.713969,107.6411451,Sate Building,Tea Garden Resort,get,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,5,0,1,0,0,2,0,1,2,0,2,2,0,"Jalan Aria Jipang No. 6, Dago, Bandung, Jawa Barat, Indonesia, 40114",-6.8993376,107.6156364,Geological Museum,Travelers Inn Dago,Agustin R. S.,0 - 1000
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,5,0,0,0,0,0,0,0,0,0,0,0,0,"JL. L.L.R.E Martadinata No.62, Riau, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9063202,107.6202605,Geological Museum,Tebu Hotel Bandung,Lestari,0 - 1000
10,0,0,0,1,0,0,0,0,9.1,0,0,0,1,292,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Hasanudin No 10 , Dago, Dago, Bandung, Jawa Barat, Indonesia, 40121",-6.8950979,107.6144666,Geological Museum,Namin Dago Hotel,Inge N.,0 - 1000
6,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,3,0,1,0,0,2,0,1,2,0,2,2,0,"Jl Kolonel Masturi km 9, Lembang, Parongpong, Bandung, Jawa Barat, Indonesia, 40558",-6.8028641,107.5829828,"Braga, Asia Afrika",Villa Istana Bunga - Alium,Ade S.,0 - 1000
8.8,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,3,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Cisurian No.57 Rt.01 Rw. 01,Desa Cigugur Girang Parongpong, Parongpong, Bandung, Jawa Barat, Indonesia",-6.8235206,107.5889804,"Braga, Asia Afrika",Villa Manis Lembang,narno,0 - 1000
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,4,4,0,1,2,1,3,0,1,3,1,-2,0,"Jl. Madura No. 6, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9070039,107.6191969,"Braga, Asia Afrika",Noor Hotel,fikri h.,0 - 1000
9,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,4,0,1,0,0,1,0,1,1,0,1,1,0,"Jalan Jayagiri No. 50 Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8077444,107.6194281,"Braga, Asia Afrika",Lingga Guest House Jayagiri Lembang,Haggie A.,0 - 1000
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,4,1,1,2,1,0,2,0,0,4,0,-4,0,"Jalan Tangkuban Perahu No. 168 Cibogo - Cikole Lembang - Bandung, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8091287,107.6464558,"Braga, Asia Afrika",Saung Balibu Hotel,sinta d. r.,0 - 1000
8.5,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,4,0,0,0,0,0,0,0,0,0,1,1,0,"Jalan Wr. Supratman No. 23 Cihapit Bandung Wetan Kota Bandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40112",-6.9065359,107.6294163,"Braga, Asia Afrika",New B Hotel Bandung,Wiseman S.,0 - 1000
10,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,5,1,2,0,0,2,0,1,2,0,2,2,0,"Jl. Raya Ciwidey - Patengan KM.38, Alamendah, Kec. Rancabali, Kabupaten Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, 40972",-7.1328052,107.4117789,"Braga, Asia Afrika",OYO 2157 Pondok Gembyang Ciwidey,Rukun S.,0 - 1000
8.5,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9080875,107.6179482,"Braga, Asia Afrika",Flores Gallery Hotel,Sabrina A.,0 - 1000
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Kanayakan Lama (Dago Atas) Blok A No. 40, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8987478,107.6127916,"Braga, Asia Afrika",Wisma Puri Larasati,Abdur R.,0 - 1000
8.5,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,5,0,2,0,0,2,0,1,2,0,2,2,0,"Jalan Aceh No 71A, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.908499,107.6184802,"Braga, Asia Afrika",Amaroossa Bandung,Citra H.,0 - 1000
9.4,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,3,0,0,0,0,0,0,0,0,0,2,2,1,"Jl. Seram No.5, Citarum, kec.Bandung Wetan,Kota Bandung, Jawa Barat, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9077896,107.6127927,Kawah Putih,The Summit Siliwangi Hotel,Suhartini A.,0 - 1000
8.5,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,3,0,1,0,0,3,0,1,2,0,3,3,1,"Jalan R.E. Martadinata 68, Riau Street, Bandung, Jawa Barat, Indonesia",-6.9063306,107.6205148,Kawah Putih,De Paviljoen Bandung,Anton K. A.,0 - 1000
10,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,4,0,0,0,0,1,0,0,1,0,1,1,0,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9043514,107.620746,Kawah Putih,Amaris Hotel Cimanuk,Risty M.,0 - 1000
6.2,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Raya Ciwidey Km 25 Pasir Jambu, Ciwidey, Bandung, Jawa Barat, Indonesia",-7.0833631,107.4827902,Kawah Putih,Sindang Reret Hotel Ciwidey,Annadya O.,0 - 1000
9.1,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,4,2,0,1,0,0,1,0,0,2,2,0,0,"Jalan Tangkuban Perahu KM.28 No.147, Lembang - Cikole , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7826798,107.6503646,Kawah Putih,Cikole Jayagiri Hotel & Resort - Lembang,nurdin,0 - 1000
6.3,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,4,0,0,0,0,1,0,0,1,0,1,1,0,"Jl Diponegoro No 27, Citarum, Bandung Wetan, Cibeunying, Bandung, Jawa Barat, Indonesia, 40114",-6.9006712,107.6174754,Kawah Putih,Pullman Bandung Grand Central,Desti S.,0 - 1000
